"SOD1","SuperOxide Dismutase","465","CRS4|superoxide dismutase SOD1","chrX","Cytosolic copper-zinc superoxide dismutase; detoxifies superoxide; stabilizes Yck1p and Yck2p kinases in glucose to repress respiration; phosphorylated by Dun1p, enters nucleus under oxidative stress to promote transcription of stress response genes; human ortholog SOD1 implicated in ALS complements a null allele; abundance increases under DNA replication stress and during exposure to boric acid; localization to mitochondrial intermembrane space is modulated by MICOS complex"
"ADO1","ADenOsine kinase","1023","adenosine kinase","chrX","Adenosine kinase; required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle"
"ECM27","ExtraCellular Mutant","2178","","chrX","Protein involved in calcium homeostasis and exit from quiescence; required for proper trehalose levels during quiescence; may play a role in cell wall biosynthesis, mutants are hypersensitive to antifungal, Papulacandin B; null mutants have increased plasmid loss; interacts with Pdr5p"
"LIH1","LIpase Homolog","987","putative lipase","chrX","Putative lipase"
"ABM1","Aberrant Microtubules","372","","chrX","Protein of unknown function; required for normal microtubule organization"
"CPA2","Carbamyl Phosphate synthetase A","3357","carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2","chrX","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor"
"YMR1","Yeast Myotubularin Related","2067","phosphatidylinositol-3-phosphatase YMR1","chrX","Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways, including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family"
"PXP2","PeroXisomal Protein","852","","chrX","Peroxisomal matrix protein with naturally active promoter; well-conserved in fungi; localized to peroxisomes under physiological growth conditions; levels of some amino acids are altered upon both knockout and overexpression, suggesting potential involvement of Pxp2p in amino acid metabolism or related cellular metabolic processes (needs further study); GFP-fusion protein displays inherent dual localization with large proportion localizing to cytosol"
"NNF1","Necessary for Nuclear Function","606","MIND complex subunit NNF1","chrX","Essential component of the outer kinetochore MIND complex; joins kinetochore subunits contacting DNA to those contacting microtubules; required for kinetochore bi-orientation and accurate chromosome segregation; complex consists of Mtw1p, Nnf1p, Nsl1p and Dsn1p; homologous to metazoan CENP-H proteins"
"RSM7","Ribosomal Small subunit of Mitochondria","744","mitochondrial 37S ribosomal protein RSM7|uS7m","chrX","Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S7 ribosomal protein"
"","","393","SRF2","chrX","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RSM7/YJR113C"
"","","510","","chrX","Putative protein of unknown function; YJR115W has a paralog, ECM13, that arose from the whole genome duplication"
"TDA4","Topoisomerase I Damage Affected","840","","chrX","Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; null mutant is sensitive to expression of the top1-T722A allele; mutation confers sensitivity to copper"
"STE24","STErile","1362","AFC1|PIO2|zinc metalloprotease","chrX","Highly conserved zinc metalloprotease; part of ER quality control mechanism that removes faulty proteins clogging ER translocation channels; functions in two steps of a-factor maturation, C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves both isoprenylated and non-prenylated oligopeptides; contains multiple transmembrane spans; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD), can complement yeast null mutant"
"ILM1","Increased Loss of Mitochondrial DNA","612","","chrX","Protein of unknown function; may be involved in mitochondrial DNA maintenance; required for slowed DNA synthesis-induced filamentous growth"
"JHD2","JmjC domain-containing Histone Demethylase","2187","histone demethylase|KDM5","chrX","JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C"
"","","351","","chrX","Protein of unknown function; essential for growth under anaerobic conditions; mutation causes decreased expression of ATP2, impaired respiration, defective sterol uptake, and altered levels/localization of ABC transporters Aus1p and Pdr11p"
"ATP2","ATP synthase","1536","F1F0 ATP synthase subunit beta","chrX","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
"IBA57","Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins","1494","CAF17","chrX","Protein involved in incorporating iron-sulfur clusters into proteins; mitochondrial matrix protein; involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system"
"RPS5","Ribosomal Protein of the Small subunit","678","ribosomal 40S subunit protein S5|rp14|S2|S5|S7|uS7|YS8","chrX","Protein component of the small (40S) ribosomal subunit; least basic of non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; homologous to mammalian ribosomal protein S5 and bacterial S7"
"","","1347","","chrX","Putative protein of unknown function; expression induced under calcium shortage"
"ENT3","Epsin N-Terminal homology","1227","","chrX","Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p"
"VPS70","Vacuolar Protein Sorting","2436","putative zinc metalloprotease","chrX","Protein of unknown function involved in vacuolar protein sorting; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum"
"RSF2","ReSpiration Factor","4143","ZMS1","chrX","Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes, many of which specify products required for glycerol-based growth, respiration, and other functions; RSF2 has a paralog, TDA9, that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress"
"","","360","","chrX","Putative protein of unknown function; conserved among S. cerevisiae strains; partially overlaps the verified ORF RSF2"
"EFM3","Elongation Factor Methyltransferase","1020","protein-lysine N-methyltransferase","chrX","S-adenosylmethionine-dependent methyltransferase; seven-beta-strand lysine methyltransferase which trimethylates translation elongation factor EF2 (Eft1p and Eft2p) at lysine 509; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; ortholog of human gene FAM86A"
"STR2","Sulfur TRansfer","1920","cystathionine gamma-synthase","chrX","Cystathionine gamma-synthase, converts cysteine into cystathionine; STR2 has a paralog, YML082W, that arose from the whole genome duplication"
"MNS1","","1650","mannosyl-oligosaccharide 1,2-alpha-mannosidase","chrX","Alpha-1,2-mannosidase; involved in ER-associated protein degradation (ERAD); catalyzes the removal of one mannose residue from a glycosylated protein, converting the modification from Man9GlcNAc to Man8GlcNAc; catalyzes the last step in glycoprotein maturation in the ER and is critical for ER protein degradation"
"NMD5","Nonsense-Mediated mRNA Decay","3147","KAP119","chrX","Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog"
"XPT1","Xanthine Phosphoribosyl Transferase","630","xanthine phosphoribosyltransferase","chrX","Xanthine-guanine phosphoribosyl transferase; required for xanthine utilization and for optimal utilization of guanine"
"SGM1","Slow growth on Galactose and Mannose","2124","","chrX","Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus"
"MCM22","MiniChromosome Maintenance","720","","chrX","Outer kinetochore protein and component of the Ctf3 subcomplex; binds to centromeric DNA in a Ctf19p-dependent manner; involved in chromosome segregation and minichromosome maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-K and fission yeast sim4"
"TTI2","Two Tel2-Interacting protein","1266","","chrX","Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; involved in the cellular stress response; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm"
"MET5","METhionine requiring","4329","ECM17|sulfite reductase (NADPH) subunit beta","chrX","Sulfite reductase beta subunit; involved in amino acid biosynthesis, transcription repressed by methionine"
"IML1","Increased Minichromosome Loss","4755","GTPase-activating protein IML1|SEA1","chrX","GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex, a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit), resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy"
"HOM6","HOMoserine requiring","1080","homoserine dehydrogenase|THR6","chrX","Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase); dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions"
"HIR3","HIstone Regulation","4947","HPC1","chrX","Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein"
"IPA1","Important for cleavage and PolyAdenylation","1044","putative polyadenylation protein","chrX","Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase, UBE3D, a gene implicated in age-related macular degeneration"
"","","1029","","chrX","8-oxo-dGTP diphosphatase of the Nudix hydrolase family; converts diphosphates of damaged forms of thiamin to monophosphates; GST fusion protein is a Dbf2p-Mob1p phosphorylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition"
"PMT4","Protein O-MannosylTransferase","2289","dolichyl-phosphate-mannose-protein mannosyltransferase","chrX","Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals"
"MGM101","Mitochondrial Genome Maintenance","810","MGM9","chrX","Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins, with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance"
"RPS4A","Ribosomal Protein of the Small subunit","1042","eS4|ribosomal 40S subunit protein S4A|rp5|S4A|S4e|S7A|YS6","chrX","Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4A has a paralog, RPS4B, that arose from the whole genome duplication"
"","","354","","chrX","Protein of unknown function; expressed at both mRNA and protein levels; partially overlaps HMS2"
"HMS2","High-copy Mep Suppressor","1077","","chrX","Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant; HMS2 has a paralog, SKN7, that arose from the whole genome duplication"
"BAT2","Branched-chain Amino acid Transaminase","1131","branched-chain-amino-acid transaminase BAT2|ECA40|TWT2","chrX","Cytosolic branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase; BAT2 has a paralog, BAT1, that arose from the whole genome duplication"
"","","1215","putative nitronate monooxygenase","chrX","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"DAN1","Delayed ANaerobic","897","CCW13","chrX","Cell wall mannoprotein; has similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth"
"DAN4","Delayed ANaerobic","3486","","chrX","Cell wall mannoprotein; has similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth"
"DAL5","Degradation of Allantoin","1632","allantoate permease|UREP1","chrX","Allantoate permease; ureidosuccinate permease; also transports dipeptides, though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression"
"PGU1","PolyGalactUronase","1086","endo-polygalacturonase|PGL1|PSM1","chrX","Endo-polygalacturonase; pectolytic enzyme that hydrolyzes the alpha-1,4-glycosidic bonds in the rhamnogalacturonan chains in pectins"
"","","1041","","chrX","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"AAD10","Aryl-Alcohol Dehydrogenase","867","putative aryl-alcohol dehydrogenase","chrX","Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family"
"THI11","THIamine metabolism","1023","4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase","chrX","Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5, THI11, THI12, and THI13; hydroxymethylpyrimidine is also known as HMP"
"","","363","","chrX","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"HXT16","HeXose Transporter","1704","hexose transporter HXT16|HLT3","chrX","Putative transmembrane polyol transporter; supports growth on and uptake of sorbitol with moderate affinity and mannitol with lower affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; similarity to hexose transporters; expression is repressed by high levels of glucose"
"SOR1","","1074","L-iditol 2-dehydrogenase SOR1|SDH1","chrX","Sorbitol dehydrogenase; protein sequence is 99% identical to the Sor2p sorbitol dehydrogenase; expression is induced in the presence of sorbitol or xylose"
"MPH3","Maltose Permease Homolog","1809","alpha-glucoside permease","chrX","Alpha-glucoside permease; transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph2p; encoded in a subtelomeric position in a region likely to have undergone duplication"
"COS5","COnserved Sequence","1152","","chrX","Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"
"","","351","","chrX","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"DNM1","DyNaMin-related","2274","dynamin-related GTPase DNM1","chrXII","Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L, which mediates mitochondrial fission, peroxisomal division, autophagy, and mitophagy, are associated with slowly progressive infantile encephalopathy"
"RTT109","Regulator of Ty1 Transposition","1311","H3 histone acetyltransferase RTT109|KAT11|KIM2|REM50","chrXII","Histone acetyltransferase; critical for cell survival in presence of DNA damage during S phase, required for recovery after DSB repair; acetylates H3K56, H3K9; H3K56 acetylation activity required for expression homeostasis, buffering of mRNA synthesis rate against changes in gene dosage during S phase; involved in non-homologous end joining and regulation of Ty1 transposition; prevents hyper-amplification of rDNA; interacts physically with Vps75p"
"SFI1","Suppressor of Fermentation Induced loss of stress resistance","2841","","chrXII","Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C"
"ORC3","Origin Recognition Complex","1851","origin recognition complex subunit 3","chrXII","Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing"
"SPO75","SPOrulation","2607","","chrXII","Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis"
"MMM1","Maintenance of Mitochondrial Morphology","1281","ERMES complex subunit MMM1|YME6","chrXII","ER integral membrane protein, ERMES complex subunit; ERMES links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase"
"LMO1","eLMO homolog","1998","","chrXII","Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein"
"DRS1","Deficiency of Ribosomal Subunits","2259","putative ATP-dependent RNA helicase","chrXII","Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles"
"COX17","Cytochrome c OXidase","210","copper metallochaperone COX17","chrXII","Copper metallochaperone that transfers copper to Sco1p and Cox11p; eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs; interacts with the MICOS complex, and interaction is promoted by copper ions; human homolog COX17 partially complements yeast null mutant"
"PSR1","Plasma membrane Sodium Response","1284","phosphatase","chrXII","Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through Msn2p dephosphorylation, and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases"
"SOF1","Suppressor Of Fibrillarin","1470","rRNA-processing protein SOF1","chrXII","Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene"
"YEH1","Yeast steryl Ester Hydrolase","1722","sterol esterase","chrXII","Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication"
"PUF3","PUmilio-homology domain Family","2640","mRNA-binding protein PUF3","chrXII","Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; egulates CoQ biosynthesis"
"EMC6","ER Membrane protein Complex","327","","chrXII","Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; homologous to worm F33D4.7/EMC-6, fly CG11781, human TMEM93"
"BPT1","Bile Pigment Transporter","4680","ATP-binding cassette bilirubin transporter BPT1","chrXII","ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p"
"SDC25","Suppressor of cdc25","3147","Ras family guanine nucleotide exchange factor SDC25","chrXII","Non-essential Ras guanine nucleotide exchange factor (GEF); localized to the membrane; expressed in poor nutrient conditions and on nonfermentable carbon sources; contains a stop codon in S288C, full-length gene includes YLL017W; SDC25 has a paralog, CDC25, that arose from the whole genome duplication"
"","","312","Ras family guanine nucleotide exchange factor SDC25|SDC25","chrXII","Non-essential Ras guanine nucleotide exchange factor (GEF); localized to the membrane; expressed in poor nutrient conditions and on nonfermentable carbon sources; contains a stop codon in S288C, full-length gene includes YLL016W; SDC25 has a paralog, CDC25, that arose from the whole genome duplication"
"DPS1","","1674","aspartate--tRNA ligase DPS1|AspRS","chrXII","Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)"
"KNS1","Kinase Next to SPA2","2214","L124|serine/threonine protein kinase KNS1","chrXII","Protein kinase involved in negative regulation of PolIII transcription; effector kinase of the TOR signaling pathway and phosphorylates Rpc53p to regulate ribosome and tRNA biosynthesis; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues; capable of autophosphorylation"
"","","306","","chrXII","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1"
"SPA2","Spindle Pole Antigen","4401","FUS6|PEA1|PPF1","chrXII","Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog, SPH1, that arose from the whole genome duplication"
"HIF1","Hat1 Interacting Factor","1158","","chrXII","Non-essential component of the HAT-B histone acetyltransferase complex; localized to the nucleus; has a role in telomeric silencing; other members are Hat1p and Hat2p"
"POM33","POre Membrane, 33 kDa","840","nucleoporin POM33","chrXII","Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress"
"SSA2","Stress-Seventy subfamily A","1920","Hsp70 family chaperone SSA2|YG102","chrXII","HSP70 family ATP-binding protein; involved in protein folding, vacuolar import of proteins; required for ubiquitin-dependent degradation of short-lived proteins; associated with chaperonin-containing T-complex; 98% identical to paralog Ssa1p with distinct functional specificity in propagation of yeast [URE3] prions and vacuolar-mediated degradation of gluconeogenesis enzymes; binds tRNA, has role in tRNA nuclear import during starvation"
"PAU17","seriPAUperin","375","seripauperin PAU17","chrXII","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; YLL025W is not an essential gene"
"HSP104","Heat Shock Protein","2727","chaperone ATPase HSP104","chrXII","Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress; potentiated Hsp104p variants decrease TDP-43 proteotoxicity by eliminating its cytoplasmic aggregation"
"ISA1","Iron Sulfur Assembly","753","Fe-binding Fe/S cluster assembly protein ISA1","chrXII","Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa2p and possibly Iba57p; isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources; functional ortholog of bacterial A-type ISC proteins; human ISCA1 can complement isa1 null mutant"
"TPO1","Transporter of POlyamines","1761","","chrXII","Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; during oxidative stress exports spermine, spermidine from the cell, which controls timing of expression of stress-responsive genes; phosphorylation enhances activity and sorting to the plasma membrane"
"FRA1","Fe Repressor of Activation","2250","aminopeptidase P|RUP2","chrXII","Protein involved in negative regulation of iron regulon transcription; forms an iron independent complex with Fra2p, Grx3p, and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation"
"RRT7","Regulator of rDNA Transcription","342","","chrXII","Putative protein of unknown function; conserved across S. cerevisiae strains; identified in a screen for mutants with increased levels of rDNA transcription"
"GPI13","GlycosylPhosphatidylInositol anchor biosynthesis","3054","mannose-ethanolamine phosphotransferase GPI13|MPC1","chrXII","ER membrane localized phosphoryltransferase; adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein"
"","","2478","","chrXII","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL032C is not an essential gene"
"IRC19","Increased Recombination Centers","693","GON2|RRG4","chrXII","Protein of unknown function; YLL033W is not an essential gene but mutant is defective in spore formation; null mutant displays increased levels of spontaneous Rad52p foci"
"RIX7","RIbosome eXport","2514","putative AAA family ATPase RIX7","chrXII","Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions"
"GRC3","","1899","polynucleotide 5'-hydroxyl-kinase","chrXII","Polynucleotide kinase present on rDNA; required for efficient transcription termination by RNA polymerase I; functions with Las1p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; required for cell growth; mRNA is cell-cycle regulated"
"PRP19","Pre-RNA Processing","1512","E3 ubiquitin-protein ligase PRP19|PSO4","chrXII","Splicing factor associated with the spliceosome; contains a U-box, a motif found in a class of ubiquitin ligases, and a WD40 domain; relocalizes to the cytosol in response to hypoxia"
"","","381","","chrXII","Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor"
"ENT4","Epsin N-Terminal homology","744","","chrXII","Protein of unknown function; contains an N-terminal epsin-like domain; proposed to be involved in the trafficking of Arn1p in the absence of ferrichrome"
"UBI4","Ubiquitin","1146","SCD2|UB14|ubiquitin","chrXII","Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abundance increases in response to DNA replication stress"
"VPS13","Vacuolar Protein Sorting","9435","membrane morphogenesis protein VPS13|SOI1|VPT2","chrXII","Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulation, and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome, respectively"
"SDH2","Succinate DeHydrogenase","801","ACN17|SDHB|succinate dehydrogenase iron-sulfur protein subunit SDH2","chrXII","Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p, Sdh3p, and Sdh4p"
"ATG10","AuTophaGy related","504","APG10|E2-like conjugating enzyme","chrXII","Conserved E2-like conjugating enzyme; mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy"
"FPS1","fdp1 Suppressor","2010","","chrXII","Aquaglyceroporin, plasma membrane channel; involved in efflux of glycerol and xylitol, and in transport of acetate, arsenite, and antimonite; key factor in maintaining redox balance by mediating passive diffusion of glycerol; phosphorylated by Hog1p and Slt2p MAPK; deletion improves xylose fermentation; regulated by Rgc1p and Ask10p, which are regulated by Hog1p phosphorylation under osmotic stress; phosphorylation by Ypk1p required to maintain an open state"
"","","447","","chrXII","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YLL044W and the overlapping gene RPL8B is reduced in the gcr1 null mutant"
"RPL8B","Ribosomal Protein of the Large subunit","771","eL8|KRB1|L4B|L8B|L8e|ribosomal 60S subunit protein L8B|rp6|SCL41|YL5","chrXII","Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication"
"RNP1","RiboNucleoProtein","750","","chrXII","Ribonucleoprotein that contains two RNA recognition motifs (RRM); RNP1 has a paralog, SBP1, that arose from the whole genome duplication"
"","","384","","chrXII","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene RNP1"
"YBT1","Yeast Bile Transporter","4986","BAT1|bile acid-transporting ATPase YBT1","chrXII","Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog, VMR1, that arose from the whole genome duplication"
